"Company","cpu_brand","cpu_name","cpu_speed","gpu_brand","Inches","ips_display","memory_type","OpSys","Price","primary_storage","Ram","resolution_height","resolution_width","secondary_storage","touchscreen","TypeName","Weight"
"Samsung","Intel"," Core i7",2.8,"Nvidia",15.6,0,"hybrid","windows",90523.0,"128",16,1920,1080,"1024",0,"Notebook",2.5
"Lenovo","Intel"," Core i3",2.0,"Intel",17.3,0,"hdd","N/A",28185.0,"500",4,1920,1080,"0",0,"Notebook",2.8
"Lenovo","Intel"," Core i3",2.3,"Intel",15.6,0,"hdd","windows",24456.0,"1024",8,1366,768,"0",0,"Notebook",2.29
"Lenovo","Intel"," Core i7",2.7,"Intel",13.3,1,"ssd","windows",107892.0,"512",8,1920,1080,"0",1,"2 in 1 Convertible",1.37
"Lenovo","Intel"," Core i5",2.5,"Intel",14.0,1,"ssd","windows",78535.0,"256",8,1920,1080,"0",0,"Notebook",1.7
"Dell","Intel"," Core i5",2.5,"Intel",12.5,0,"ssd","windows",88978.0,"256",8,1920,1080,"0",1,"2 in 1 Convertible",1.34
"Dell","Intel"," Core i7",2.8,"Nvidia",15.6,0,"ssd","windows",93933.0,"256",8,1920,1080,"0",1,"Workstation",2.06
"HP","Intel"," Core i7",2.7,"Intel",15.6,0,"ssd","windows",64948.0,"256",8,1920,1080,"0",0,"Notebook",1.84
"HP","Intel"," Core i3",2.4,"Intel",15.6,0,"hdd","windows",35617.0,"500",4,1366,768,"0",0,"Notebook",2.1
"Acer","Intel"," Celeron Quad",1.1,"Intel",14.0,0,"flash_storage","windows",17529.0,"32",4,1920,1080,"0",0,"Notebook",1.6
"MSI","Intel"," Core i7",2.7,"Nvidia",17.3,0,"hybrid","windows",117163.0,"128",16,1920,1080,"1024",0,"Gaming",4.14
"Dell","Intel"," Core i3",2.0,"AMD",15.6,0,"hdd","linux",24775.0,"1024",4,1366,768,"0",0,"Notebook",2.18
"MSI","Intel"," Core i7",2.8,"Nvidia",15.6,0,"hybrid","windows",122491.0,"256",16,3840,2160,"2048",0,"Gaming",1.8
"Toshiba","Intel"," Core i7",2.5,"Intel",15.6,1,"ssd","windows",74539.0,"256",8,1920,1080,"0",0,"Notebook",2.2
"Lenovo","Intel"," Core i5",2.5,"Intel",15.6,0,"hdd","windows",30050.0,"1024",6,1920,1080,"0",0,"Notebook",2.4
"Lenovo","Intel"," Core i7",2.8,"Intel",15.6,1,"ssd","windows",69211.0,"256",8,1920,1080,"0",1,"2 in 1 Convertible",2.0
"Acer","Intel"," Pentium Quad",1.6,"Intel",14.0,0,"flash_storage","windows",18595.0,"128",4,1366,768,"0",0,"Notebook",1.6
"Lenovo","Intel"," Xeon E3-1535M",3.1,"Nvidia",15.6,1,"ssd","windows",261019.0,"1024",32,3840,2160,"0",0,"Notebook",2.5
"Dell","Intel"," Core i7",2.6,"Nvidia",15.6,0,"hdd","windows",46834.0,"1024",16,1920,1080,"0",0,"Gaming",2.59
"Dell","Intel"," Core i3",2.0,"Intel",15.6,0,"hdd","linux",23651.0,"1024",4,1366,768,"0",0,"Notebook",2.18
"Dell","Intel"," Core i3",2.0,"Intel",15.6,0,"hdd","linux",19128.0,"1024",4,1366,768,"0",0,"Notebook",2.25
"Dell","Intel"," Core i5",2.6,"Intel",15.6,0,"hdd","linux",46300.0,"500",4,1366,768,"0",0,"Notebook",1.93
"Asus","Intel"," Core i7",2.8,"Nvidia",17.3,0,"hybrid","windows",62231.0,"128",8,1920,1080,"1024",0,"Gaming",3.0
"HP","Intel"," Core i7",2.7,"Intel",15.6,0,"ssd","windows",74006.0,"512",8,1920,1080,"0",0,"Ultrabook",1.84
"MSI","Intel"," Core i7",2.8,"Nvidia",15.6,0,"hybrid","windows",120832.0,"256",16,1920,1080,"1024",0,"Gaming",2.94
"Acer","Intel"," Celeron Quad",1.6,"Intel",11.6,1,"flash_storage","other",20193.0,"32",4,1366,768,"0",1,"2 in 1 Convertible",1.25
"HP","Intel"," Core i5",2.6,"Intel",14.0,0,"ssd","windows",59887.0,"256",8,1366,768,"0",0,"Notebook",2.31
"Lenovo","Intel"," Core i5",2.3,"Intel",14.0,0,"ssd","windows",78055.0,"256",8,1920,1080,"0",0,"Notebook",1.65
"Dell","Intel"," Core i5",1.6,"AMD",15.6,0,"hdd","windows",41345.0,"1024",4,1920,1080,"0",0,"Notebook",2.2
"Fujitsu","Intel"," Core i5",2.5,"Intel",15.6,0,"ssd","windows",42571.0,"256",8,1366,768,"0",0,"Notebook",2.2
"HP","Intel"," Core i5",2.3,"Intel",15.6,0,"hdd","windows",49657.0,"500",4,1366,768,"0",0,"Notebook",1.88
"Mediacom","Intel"," Atom x5-Z8350",1.44,"Intel",14.0,0,"flash_storage","windows",12734.0,"32",2,1920,1080,"0",0,"Notebook",1.4
"Lenovo","Intel"," Core i5",2.5,"Intel",15.6,0,"ssd","N/A",24935.0,"128",4,1920,1080,"0",0,"Notebook",2.2
"Asus","Intel"," Core i5",2.5,"Intel",13.3,0,"hdd","windows",34046.0,"1024",6,1920,1080,"0",1,"2 in 1 Convertible",1.5
"Asus","Intel"," Core i7",2.7,"Intel",14.0,0,"ssd","windows",101232.0,"512",16,1920,1080,"0",0,"Ultrabook",11.1
"Dell","Intel"," Core i7",2.8,"Nvidia",15.6,0,"hybrid","windows",78801.0,"256",16,1920,1080,"1024",0,"Gaming",2.62
"Lenovo","Intel"," Core i5",1.6,"Intel",15.6,0,"ssd","windows",44169.0,"256",4,1920,1080,"0",0,"Notebook",1.8
"Lenovo","Intel"," Core i3",2.0,"Nvidia",15.6,0,"hdd","windows",30849.0,"1024",4,1920,1080,"0",0,"Notebook",2.2
"Asus","Intel"," Celeron Dual",1.1,"Intel",15.6,0,"hdd","windows",21259.0,"1024",8,1366,768,"0",0,"Notebook",2.0
"Asus","Intel"," Core i5",2.5,"Nvidia",15.6,0,"hdd","windows",48305.0,"1024",8,1920,1080,"0",0,"Notebook",1.99
"Dell","Intel"," Core i5",1.6,"Intel",13.3,0,"ssd","windows",99580.0,"256",8,3200,1800,"0",1,"Ultrabook",1.23
"Lenovo","Intel"," Celeron Dual",1.6,"Intel",14.0,0,"flash_storage","windows",13267.0,"32",2,1366,768,"0",0,"Notebook",1.42
"Lenovo","Intel"," Core i7",2.7,"Intel",13.3,1,"ssd","windows",93635.0,"256",8,1920,1080,"0",1,"2 in 1 Convertible",1.37
"Dell","Intel"," Core i7",2.8,"Nvidia",15.6,0,"ssd","windows",127819.0,"1024",16,3840,2160,"0",1,"Notebook",2.06
"Lenovo","Intel"," Core i7",2.8,"Nvidia",15.6,1,"hybrid","windows",59088.0,"128",8,1920,1080,"1024",0,"Gaming",2.5
"HP","AMD"," A9-Series 9420",3.0,"AMD",17.0,0,"hdd","windows",27754.0,"1024",8,1600,900,"0",0,"Notebook",2.6
"Lenovo","Intel"," Core i7",2.7,"Intel",14.0,1,"ssd","windows",130536.0,"512",16,1920,1080,"0",0,"Ultrabook",1.14
"Asus","Intel"," Core i7",2.8,"Nvidia",15.6,1,"hdd","N/A",62284.0,"1024",8,1920,1080,"0",0,"Gaming",2.5
"Acer","Intel"," Core i3",2.0,"Intel",15.6,0,"hdd","windows",23976.0,"500",4,1366,768,"0",0,"Notebook",2.4
"Lenovo","Intel"," Celeron Dual",1.6,"Intel",14.0,0,"flash_storage","windows",14599.0,"32",4,1366,768,"0",0,"Notebook",1.43
"Acer","Intel"," Core i5",2.5,"Intel",14.0,1,"ssd","windows",48964.0,"256",8,1920,1080,"0",0,"Ultrabook",1.8
"Razer","Intel"," Core i7",2.8,"Nvidia",14.0,0,"ssd","windows",138475.0,"256",16,1920,1080,"0",0,"Gaming",1.95
"Toshiba","Intel"," Core i5",2.3,"Intel",13.3,0,"ssd","windows",64629.0,"256",8,1920,1080,"0",0,"Notebook",1.2
"Lenovo","Intel"," Core i7",2.7,"Intel",12.5,1,"ssd","windows",84396.0,"256",8,1920,1080,"0",0,"Ultrabook",1.36
"Asus","Intel"," Core i7",2.7,"Nvidia",17.3,1,"ssd","windows",149131.0,"512",32,1920,1080,"0",0,"Gaming",3.8
"Acer","Intel"," Core i5",2.5,"Nvidia",15.6,0,"hdd","linux",37776.0,"1024",8,1920,1080,"0",0,"Gaming",2.4
"Dell","Intel"," Core i5",1.6,"Intel",13.3,0,"ssd","windows",77251.0,"256",8,1920,1080,"0",0,"Ultrabook",1.2
"MSI","Intel"," Core i7",2.8,"Nvidia",15.6,0,"hybrid","windows",63499.0,"128",8,1920,1080,"1024",0,"Gaming",2.2
"HP","Intel"," Core i3",2.0,"Intel",15.6,0,"hdd","N/A",19442.0,"500",4,1366,768,"0",0,"Notebook",1.86
"Toshiba","Intel"," Core i5",2.5,"Intel",15.6,1,"hdd","windows",56690.0,"500",8,1920,1080,"0",0,"Notebook",2.0
"Dell","Intel"," Core i7",1.8,"AMD",15.6,0,"ssd","windows",48964.0,"256",8,1920,1080,"0",0,"Notebook",6.2
"Dell","Intel"," Core i7",1.8,"AMD",15.6,0,"hybrid","windows",60473.0,"256",16,1920,1080,"2048",0,"Notebook",2.2
"Lenovo","Intel"," Core i7",2.6,"Nvidia",15.6,1,"hybrid","windows",63723.0,"128",8,1920,1080,"1024",0,"Gaming",3.31
"Dell","Intel"," Core i7",2.8,"Nvidia",17.3,1,"hybrid","windows",167692.0,"512",32,3840,2160,"1024",0,"Gaming",4.42
"Dell","Intel"," Core i5",2.4,"Intel",14.0,0,"ssd","windows",65481.0,"256",8,1920,1080,"0",0,"Notebook",1.56
"Lenovo","Intel"," Celeron Dual",1.1,"Intel",15.6,0,"hdd","windows",22324.0,"500",4,1366,768,"0",0,"Notebook",2.2
"Lenovo","Intel"," Core i5",2.3,"Intel",15.6,0,"hdd","windows",28505.0,"500",4,1920,1080,"0",0,"Notebook",2.2
"HP","Intel"," Core i3",2.0,"AMD",15.6,0,"hdd","windows",28718.0,"1024",6,1920,1080,"0",0,"Notebook",2.04
"MSI","Intel"," Core i7",2.8,"Nvidia",17.3,0,"hybrid","windows",79215.0,"128",8,1920,1080,"1024",0,"Gaming",2.7
"Toshiba","Intel"," Core i3",2.1,"Intel",15.6,0,"ssd","windows",26533.0,"128",4,1366,768,"0",0,"Notebook",2.1
"HP","Intel"," Core i7",2.7,"AMD",15.6,0,"hdd","windows",39694.0,"1024",8,1920,1080,"0",0,"Notebook",2.1
"Toshiba","Intel"," Core i5",2.5,"Intel",15.6,1,"ssd","windows",67026.0,"256",8,1920,1080,"0",0,"Notebook",2.0
"Acer","Intel"," Core i3",2.0,"Intel",15.6,0,"ssd","linux",21951.0,"128",4,1366,768,"0",0,"Notebook",2.1
"Microsoft","Intel"," Core i7",2.8,"Intel",13.5,0,"ssd","windows",99519.0,"256",8,2256,1504,"0",1,"Ultrabook",1.25
"Lenovo","Intel"," Core i5",2.5,"AMD",15.6,0,"hybrid","windows",43580.0,"128",8,1920,1080,"1024",0,"Notebook",1.9
"Lenovo","Intel"," Core i5",2.5,"Intel",13.3,1,"ssd","windows",55092.0,"256",8,1920,1080,"0",1,"2 in 1 Convertible",1.3
"Lenovo","AMD"," E-Series E2-9000",2.2,"AMD",35.6,0,"ssd","windows",18595.0,"128",4,1366,768,"0",0,"Notebook",2.2
"HP","Intel"," Core i3",2.4,"Nvidia",14.0,1,"ssd","windows",37243.0,"128",4,1920,1080,"0",1,"2 in 1 Convertible",1.63
"MSI","Intel"," Core i7",2.8,"Nvidia",15.6,0,"hybrid","windows",68944.0,"256",16,1920,1080,"1024",0,"Gaming",2.4
"Asus","Intel"," Core i5",2.5,"Intel",14.0,0,"ssd","windows",60473.0,"256",8,1920,1080,"0",0,"Ultrabook",1.1
"HP","Intel"," Celeron Dual",1.1,"Intel",11.6,0,"flash_storage","other",26374.0,"64",8,1366,768,"0",1,"2 in 1 Convertible",1.4
"LG","Intel"," Core i7",1.8,"Intel",15.6,1,"ssd","windows",122491.0,"512",8,1920,1080,"0",0,"Ultrabook",1.09
"Acer","Intel"," Core i5",2.5,"Nvidia",15.6,0,"ssd","windows",69211.0,"256",16,1920,1080,"0",0,"Gaming",2.5
"MSI","Intel"," Core i5",2.5,"Nvidia",15.6,0,"ssd","windows",53168.0,"256",8,1920,1080,"0",0,"Gaming",2.2
"Asus","Intel"," Celeron Dual",1.1,"Intel",15.6,0,"ssd","windows",22324.0,"128",4,1366,768,"0",0,"Notebook",1.86
"Dell","Intel"," Core i5",2.5,"Nvidia",15.6,0,"hybrid","windows",109277.0,"128",16,1920,1080,"1024",0,"Gaming",3.21
"HP","Intel"," Core i3",2.0,"AMD",17.3,1,"ssd","windows",37243.0,"256",4,1920,1080,"0",0,"Notebook",2.5
"Lenovo","Intel"," Core i7",1.8,"Intel",13.3,1,"ssd","windows",79867.0,"512",8,1920,1080,"0",1,"2 in 1 Convertible",1.19
"Dell","Intel"," Core i7",2.9,"Nvidia",15.6,0,"hybrid","windows",149917.0,"256",16,1920,1080,"1024",0,"Gaming",3.49
"HP","Intel"," Core i5",2.5,"AMD",15.6,0,"hdd","windows",32640.0,"500",4,1366,768,"0",0,"Notebook",1.86
"Dell","Intel"," Core i3",2.0,"AMD",15.6,0,"hdd","windows",29073.0,"1024",4,1366,768,"0",0,"Notebook",2.2
"HP","AMD"," A10-Series 9600P",2.4,"AMD",17.3,1,"hdd","windows",30316.0,"2048",6,1920,1080,"0",0,"Notebook",2.65
"Lenovo","Intel"," Celeron Dual",1.6,"Intel",15.6,0,"hdd","windows",16943.0,"500",4,1366,768,"0",0,"Notebook",2.1
"Acer","Intel"," Celeron Dual",1.6,"Intel",14.0,0,"flash_storage","other",19980.0,"32",4,1366,768,"0",0,"Notebook",1.45
"Lenovo","Intel"," Core i5",2.5,"Intel",14.0,0,"ssd","windows",37243.0,"256",4,1920,1080,"0",0,"Notebook",1.7
"HP","Intel"," Core i7",2.8,"Nvidia",17.3,0,"hdd","windows",101658.0,"500",8,1920,1080,"0",0,"Workstation",3.14
"Lenovo","Intel"," Core i7",2.7,"Intel",14.0,0,"ssd","windows",137995.0,"256",8,2560,1440,"0",1,"2 in 1 Convertible",1.42
"Toshiba","Intel"," Core i5",2.5,"Intel",13.3,1,"ssd","windows",51841.0,"256",8,1920,1080,"0",0,"Notebook",1.5
"Acer","Intel"," Celeron Dual",1.6,"Intel",11.6,0,"flash_storage","windows",14332.0,"32",4,1366,768,"0",0,"Netbook",1.4
"Lenovo","Intel"," Core i7",2.7,"Intel",14.0,0,"ssd","windows",93187.0,"512",16,1920,1080,"0",1,"2 in 1 Convertible",1.38
"Asus","Intel"," Core M",0.9,"Intel",12.5,0,"flash_storage","other",35644.0,"64",4,1920,1080,"0",1,"2 in 1 Convertible",1.2
"Toshiba","Intel"," Core i7",2.5,"Intel",13.3,0,"ssd","windows",100007.0,"512",16,1920,1080,"0",1,"Ultrabook",1.36
"Dell","Intel"," Core i5",2.5,"Nvidia",15.6,0,"hdd","windows",43636.0,"1024",8,1920,1080,"0",0,"Gaming",2.56
"Lenovo","AMD"," A9-Series 9420",2.9,"AMD",15.6,0,"ssd","windows",21259.0,"256",4,1920,1080,"0",0,"Notebook",2.2
"Lenovo","AMD"," A12-Series 9720P",3.6,"AMD",15.6,0,"hdd","windows",22857.0,"1024",8,1366,768,"0",0,"Notebook",2.2
"Lenovo","Intel"," Core i5",2.5,"Intel",15.6,0,"hdd","windows",33111.0,"1024",4,1920,1080,"1024",0,"Notebook",2.1
"Lenovo","Intel"," Core i3",2.0,"Intel",15.6,0,"hdd","N/A",23976.0,"500",4,1366,768,"0",0,"Notebook",1.9
"Dell","Intel"," Core i5",2.5,"Intel",15.6,0,"ssd","windows",42358.0,"256",8,1920,1080,"0",0,"Notebook",2.18
"Acer","Intel"," Core i5",1.6,"Intel",13.3,1,"ssd","windows",53227.0,"256",1,1920,1080,"0",1,"2 in 1 Convertible",1.6
"Lenovo","Intel"," Core i7",2.5,"Nvidia",15.6,0,"ssd","windows",98834.0,"512",16,1920,1080,"0",0,"Workstation",2.18
"Lenovo","Intel"," Core i5",2.3,"Intel",14.0,0,"ssd","windows",63456.0,"256",8,1920,1080,"0",0,"Notebook",1.8
"HP","AMD"," A10-Series 9620P",2.5,"AMD",17.3,1,"hdd","windows",34899.0,"2048",6,1920,1080,"0",0,"Notebook",2.71
"Lenovo","Intel"," Core i7",2.8,"Nvidia",15.6,1,"hybrid","windows",66547.0,"128",8,1920,1080,"1024",0,"Gaming",2.5
"Dell","Intel"," Core i5",2.8,"Nvidia",14.0,0,"ssd","linux",58022.0,"256",8,1920,1080,"0",0,"Notebook",1.64
"Dell","Intel"," Core i5",2.5,"Intel",15.6,0,"hdd","linux",38681.0,"1024",8,1920,1080,"0",0,"Notebook",1.98
"Asus","Intel"," Celeron Dual",1.1,"Intel",14.0,0,"flash_storage","windows",15877.0,"32",4,1920,1080,"0",0,"Notebook",1.5
"Dell","Intel"," Core i5",2.6,"Intel",15.6,0,"ssd","windows",76012.0,"512",16,1920,1080,"0",0,"Notebook",1.93
"Lenovo","Intel"," Core i5",2.5,"Nvidia",14.0,1,"ssd","windows",45665.0,"256",8,1920,1080,"0",0,"Notebook",1.87
"Dell","Intel"," Core i5",2.6,"Intel",15.6,0,"ssd","windows",62817.0,"256",8,1920,1080,"0",0,"Notebook",1.9
"Lenovo","AMD"," A6-Series 7310",2.0,"AMD",15.6,0,"hdd","windows",15877.0,"500",4,1366,768,"0",0,"Notebook",2.19
"Mediacom","Intel"," Atom Z8350",1.92,"Intel",14.0,1,"hdd","windows",14119.0,"32",4,1920,1200,"0",0,"Notebook",1.4
"HP","Intel"," Core i7",2.7,"Nvidia",17.3,0,"ssd","windows",63936.0,"256",8,1920,1080,"0",0,"Notebook",2.63
"Lenovo","Intel"," Core i7",2.5,"Intel",14.0,1,"ssd","windows",89864.0,"512",64,2560,1440,"0",0,"Ultrabook",1.17
"HP","Intel"," Core i5",2.5,"Intel",13.3,1,"ssd","windows",44574.0,"256",8,1366,768,"0",1,"2 in 1 Convertible",1.58
"Lenovo","Intel"," Core i5",2.5,"Intel",14.0,1,"ssd","windows",79867.0,"256",8,1920,1080,"0",0,"Ultrabook",1.32
"Dell","Intel"," Core i7",2.8,"Nvidia",17.3,0,"hybrid","windows",194973.0,"1024",32,3840,2160,"1024",0,"Gaming",4.36
"MSI","Intel"," Core i7",2.8,"Nvidia",17.3,0,"hybrid","windows",71847.0,"128",8,1920,1080,"1024",0,"Gaming",2.7
"Lenovo","Intel"," Core i5",2.5,"Intel",15.6,0,"hdd","N/A",26102.0,"1024",4,1366,768,"0",0,"Notebook",1.9
"Dell","Intel"," Core i3",2.4,"Intel",13.3,0,"hdd","windows",34579.0,"1024",4,1920,1080,"0",1,"2 in 1 Convertible",1.71
"Dell","Intel"," Core i5",2.5,"AMD",15.6,0,"hdd","linux",31410.0,"1024",8,1366,768,"0",0,"Notebook",2.32
"HP","AMD"," A9-Series 9420",3.0,"AMD",15.6,0,"hdd","windows",26054.0,"1024",4,1920,1080,"0",0,"Notebook",2.1
"Acer","Intel"," Core i7",2.6,"Nvidia",17.3,1,"hybrid","windows",103097.0,"128",16,1920,1080,"1024",0,"Gaming",4.2
"Dell","Intel"," Core i5",2.5,"Intel",15.6,0,"hdd","windows",34579.0,"1024",12,1366,768,"0",0,"Notebook",2.25
"HP","AMD"," A9-Series A9-9420",3.0,"AMD",15.6,0,"hybrid","windows",34632.0,"128",6,1920,1080,"1024",0,"Notebook",2.1
"Acer","Intel"," Core i5",2.5,"Intel",15.6,0,"hdd","windows",29784.0,"500",4,1366,768,"0",0,"Notebook",2.4
"Lenovo","Intel"," Core i5",2.5,"Intel",13.3,1,"ssd","windows",51149.0,"256",8,1920,1080,"0",0,"Notebook",1.44
"Lenovo","Intel"," Core i7",2.7,"Intel",15.6,0,"hdd","windows",41505.0,"1024",4,1920,1080,"0",0,"Notebook",1.85
"HP","Intel"," Core i7",2.8,"Nvidia",15.6,0,"ssd","windows",128884.0,"256",16,1920,1080,"0",0,"Workstation",2.6
"Dell","Intel"," Core i5",1.6,"Intel",13.3,0,"hdd","windows",35112.0,"1024",8,1920,1080,"0",1,"2 in 1 Convertible",1.55
"MSI","Intel"," Core i7",2.8,"Nvidia",15.6,0,"hybrid","windows",111594.0,"256",16,1920,1080,"1024",0,"Gaming",1.8
"Acer","Intel"," Core i3",2.0,"Intel",15.6,0,"hdd","windows",21887.0,"500",4,1366,768,"0",0,"Notebook",2.4
"Dell","Intel"," Core i7",2.7,"Nvidia",15.6,0,"hybrid","windows",64309.0,"128",8,1920,1080,"1024",0,"Notebook",2.0
"Dell","Intel"," Core i3",2.0,"Intel",15.6,0,"ssd","windows",35431.0,"256",8,1366,768,"0",0,"Notebook",2.0
"Toshiba","Intel"," Core i5",2.5,"Intel",14.0,1,"ssd","windows",81785.0,"256",8,1920,1080,"0",1,"Notebook",1.25
"Lenovo","Intel"," Core i5",2.5,"Intel",14.0,0,"ssd","windows",53227.0,"256",8,1920,1080,"0",1,"2 in 1 Convertible",1.7
"Lenovo","Intel"," Core i7",2.8,"Nvidia",15.6,1,"ssd","windows",175771.0,"1024",16,3840,2160,"0",0,"Workstation",2.5
"Acer","Intel"," Celeron Dual",1.6,"Intel",14.0,0,"flash_storage","other",17582.0,"32",2,1366,768,"0",0,"Notebook",1.68
"Samsung","Intel"," Core i7",2.7,"Intel",13.3,0,"ssd","windows",87859.0,"256",16,1920,1080,"0",0,"Ultrabook",0.81
"Dell","Intel"," Core i5",2.5,"Intel",14.0,0,"ssd","windows",60031.0,"256",8,1366,768,"0",0,"Notebook",1.6
"HP","Intel"," Xeon E3-1535M",2.9,"Nvidia",17.3,1,"ssd","windows",233846.0,"256",16,1920,1080,"0",0,"Workstation",3.0
"Lenovo","Intel"," Celeron Dual",1.6,"Intel",11.6,0,"ssd","windows",25308.0,"128",4,1366,768,"0",1,"Netbook",1.4
"HP","Intel"," Core i5",2.4,"Intel",15.6,0,"ssd","windows",101232.0,"256",8,1920,1080,"0",0,"Notebook",1.84
"Asus","Intel"," Core i5",2.3,"Nvidia",15.6,0,"hdd","N/A",30849.0,"1024",4,1366,768,"0",0,"Notebook",2.45
"Asus","Intel"," Core i7",2.7,"Intel",15.6,0,"ssd","windows",45283.0,"256",4,1366,768,"0",0,"Notebook",2.37
"Lenovo","Intel"," Core i5",1.8,"Intel",13.3,1,"ssd","windows",63883.0,"256",8,3200,1800,"0",1,"2 in 1 Convertible",1.3
"HP","Intel"," Core i5",2.5,"Nvidia",15.6,1,"hybrid","windows",58555.0,"128",8,1920,1080,"1024",0,"Notebook",2.2
"HP","Intel"," Core i7",2.6,"Nvidia",15.6,0,"ssd","windows",83170.0,"256",8,1920,1080,"0",0,"Workstation",2.59
"Dell","Intel"," Core i7",2.8,"Nvidia",15.6,1,"hybrid","windows",152860.0,"256",16,3840,2160,"1024",0,"Gaming",4.42
"Acer","Intel"," Core i5",2.5,"Intel",15.6,0,"ssd","windows",31915.0,"256",4,1366,768,"0",0,"Notebook",2.1
"Lenovo","Intel"," Core i7",2.8,"Nvidia",15.6,1,"hybrid","windows",55837.0,"128",8,1920,1080,"1024",0,"Gaming",2.5
"Dell","Intel"," Core i7",2.8,"Intel",12.5,0,"ssd","windows",99048.0,"256",16,1920,1080,"0",0,"Ultrabook",1.18
"Google","Intel"," Core i5",1.2,"Intel",12.3,0,"ssd","other",83064.0,"256",8,2400,1600,"0",1,"Ultrabook",1.1
"Asus","Intel"," Core i5",2.5,"Intel",13.3,1,"ssd","windows",60153.0,"256",8,3200,1800,"0",0,"Ultrabook",1.2
"Dell","Intel"," Core i3",2.0,"Intel",13.3,0,"hdd","windows",45235.0,"500",4,1366,768,"0",0,"Notebook",1.65
"Acer","Intel"," Core i5",2.3,"Intel",13.3,0,"ssd","windows",34898.0,"128",4,1366,768,"0",0,"Notebook",1.6
"Asus","Intel"," Pentium Quad",1.1,"Nvidia",17.3,0,"hdd","windows",25060.0,"1024",4,1366,768,"0",0,"Notebook",2.8
"Dell","Intel"," Core i7",2.6,"Nvidia",15.6,1,"hybrid","windows",58555.0,"128",16,3840,2160,"1024",1,"Gaming",2.72
"Samsung","Intel"," Core i7",2.7,"Intel",13.3,0,"ssd","windows",85195.0,"256",8,1920,1080,"0",1,"Ultrabook",1.31
"Acer","Intel"," Pentium Quad",1.1,"Intel",15.6,0,"hdd","linux",15877.0,"1024",4,1366,768,"0",0,"Notebook",2.1
"Dell","Intel"," Core i7",2.7,"AMD",15.6,0,"","windows",62938.0,"0",16,1920,1080,"0",0,"Notebook",2.3
"Samsung","Intel"," Core i7",2.7,"AMD",15.0,0,"ssd","windows",95851.0,"256",16,1920,1080,"0",1,"2 in 1 Convertible",1.71
"Toshiba","Intel"," Core i5",2.3,"Intel",14.0,1,"ssd","windows",54346.0,"128",4,1366,768,"0",0,"Notebook",1.75
"Dell","Intel"," Core i7",2.8,"Nvidia",15.6,0,"hdd","windows",58555.0,"1024",8,1920,1080,"0",0,"Gaming",2.62
"Asus","Intel"," Core i7",2.7,"Nvidia",15.6,0,"hdd","windows",44702.0,"2048",12,1920,1080,"0",1,"2 in 1 Convertible",2.3
"Lenovo","Intel"," Core i7",2.7,"Nvidia",15.6,0,"ssd","windows",126274.0,"512",16,3840,2160,"0",0,"Notebook",2.5
"Acer","Intel"," Core i3",2.4,"Intel",14.0,1,"ssd","windows",33886.0,"128",4,1920,1080,"0",0,"Notebook",1.8
"Razer","Intel"," Core i7",2.8,"Nvidia",14.0,0,"ssd","windows",154459.0,"512",16,1920,1080,"0",0,"Gaming",1.95
"Asus","Intel"," Pentium Dual",1.1,"Intel",15.6,0,"ssd","windows",31004.0,"128",8,1920,1080,"0",0,"Notebook",2.0
"Dell","Intel"," Core i7",2.8,"Nvidia",17.3,1,"hybrid","windows",191211.0,"1024",32,1920,1080,"1024",0,"Gaming",4.42
"Asus","Intel"," Core i7",2.6,"Nvidia",17.3,1,"hybrid","windows",125208.0,"256",16,1920,1080,"1024",0,"Gaming",4.3
"Toshiba","Intel"," Core i7",2.6,"Nvidia",14.0,1,"ssd","windows",93986.0,"512",16,1920,1080,"0",0,"Ultrabook",1.47
"Lenovo","Intel"," Celeron Quad",1.6,"Intel",15.6,0,"hdd","N/A",17529.0,"1024",8,1366,768,"0",0,"Notebook",2.2
"Lenovo","Intel"," Core i7",2.7,"Intel",14.0,0,"ssd","windows",122491.0,"512",16,1920,1080,"0",0,"Ultrabook",1.7
"MSI","Intel"," Core i7",2.8,"Nvidia",14.0,1,"hybrid","windows",100752.0,"256",16,1920,1080,"1024",0,"Gaming",1.6
"MSI","Intel"," Core i5",2.5,"Nvidia",15.6,0,"hybrid","windows",58022.0,"128",8,1920,1080,"1024",0,"Gaming",2.2
"Lenovo","Intel"," Core i7",2.8,"Nvidia",15.6,1,"hdd","windows",53227.0,"1024",4,1920,1080,"0",0,"Gaming",2.4
"Acer","Intel"," Core i7",2.8,"Nvidia",17.3,1,"hybrid","windows",122491.0,"256",16,1920,1080,"1024",0,"Gaming",4.2
"Dell","Intel"," Core i5",2.5,"Nvidia",15.6,0,"ssd","windows",52481.0,"256",8,1920,1080,"0",0,"Gaming",2.62
"Asus","Intel"," Core i7",2.8,"Nvidia",15.6,0,"hybrid","windows",71342.0,"128",8,1920,1080,"1024",0,"Gaming",2.24
"Vero","Intel"," Celeron Dual",1.1,"Intel",14.0,0,"flash_storage","windows",10811.0,"32",4,1920,1080,"0",0,"Notebook",1.22
"Lenovo","Intel"," Core i7",2.7,"Intel",13.3,1,"ssd","windows",104962.0,"512",8,1920,1080,"0",1,"2 in 1 Convertible",1.37
"Lenovo","Intel"," Core i5",2.5,"AMD",15.6,0,"ssd","windows",51096.0,"256",8,1920,1080,"0",1,"2 in 1 Convertible",2.08
